      Freq,       |Av|,       /_Av,       |Ai|,       /_Ai,       |Ap|,       /_Ap,    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),     Re(Av),     Im(Av),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout),     Re(Ai),     Im(Ai),    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Pin),    Im(Pin),   Re(Pout),   Im(Pout)
        Hz,         dB,       Rads,         dB,       Rads,         dB,       Rads,          V,          V,          V,          V,          L,          L,          A,          A,          A,          A,          L,          L,       Ohms,       Ohms,       Ohms,       Ohms,          W,          W,          W,          W
 4.659e+06, -6.409e+01,  1.678e+00, -4.476e+01, -3.034e+00, -5.442e+01, -1.571e+00,  4.942e+00,  5.341e-01, -6.633e-04,  3.033e-03, -6.710e-05,  6.210e-04,  1.154e-03, -1.068e-02, -1.327e-05,  6.066e-05, -5.746e-03, -6.209e-04,  1.670e-03,  4.627e+02,  1.670e-03,  4.627e+02,  1.928e-07,  5.341e-02,  1.928e-07,  0.000e+00,
 4.699e+06, -6.431e+01,  1.678e+00, -4.491e+01, -3.035e+00, -5.461e+01, -1.571e+00,  4.943e+00,  5.296e-01, -6.409e-04,  2.957e-03, -6.483e-05,  6.052e-04,  1.135e-03, -1.059e-02, -1.282e-05,  5.914e-05, -5.649e-03, -6.052e-04,  1.614e-03,  4.667e+02,  1.614e-03,  4.667e+02,  1.831e-07,  5.296e-02,  1.831e-07,  6.617e-24,
 4.739e+06, -6.454e+01,  1.677e+00, -4.506e+01, -3.036e+00, -5.480e+01, -1.571e+00,  4.944e+00,  5.251e-01, -6.195e-04,  2.884e-03, -6.265e-05,  5.899e-04,  1.115e-03, -1.050e-02, -1.239e-05,  5.768e-05, -5.554e-03, -5.899e-04,  1.560e-03,  4.708e+02,  1.560e-03,  4.708e+02,  1.740e-07,  5.251e-02,  1.740e-07, -6.617e-24,
 4.779e+06, -6.476e+01,  1.676e+00, -4.521e+01, -3.037e+00, -5.498e+01, -1.571e+00,  4.945e+00,  5.208e-01, -5.990e-04,  2.813e-03, -6.057e-05,  5.752e-04,  1.097e-03, -1.042e-02, -1.198e-05,  5.626e-05, -5.462e-03, -5.752e-04,  1.508e-03,  4.748e+02,  1.508e-03,  4.748e+02,  1.654e-07,  5.208e-02,  1.654e-07,  1.985e-23,
 4.819e+06, -6.498e+01,  1.675e+00, -4.535e+01, -3.038e+00, -5.516e+01, -1.571e+00,  4.946e+00,  5.165e-01, -5.794e-04,  2.744e-03, -5.857e-05,  5.609e-04,  1.079e-03, -1.033e-02, -1.159e-05,  5.488e-05, -5.372e-03, -5.609e-04,  1.459e-03,  4.788e+02,  1.459e-03,  4.788e+02,  1.573e-07,  5.165e-02,  1.573e-07,  0.000e+00,
 4.859e+06, -6.519e+01,  1.674e+00, -4.549e+01, -3.038e+00, -5.534e+01, -1.571e+00,  4.947e+00,  5.122e-01, -5.605e-04,  2.678e-03, -5.665e-05,  5.471e-04,  1.061e-03, -1.024e-02, -1.121e-05,  5.355e-05, -5.284e-03, -5.471e-04,  1.411e-03,  4.829e+02,  1.411e-03,  4.829e+02,  1.497e-07,  5.122e-02,  1.497e-07,  6.617e-24,
 4.900e+06, -6.541e+01,  1.673e+00, -4.564e+01, -3.039e+00, -5.552e+01, -1.571e+00,  4.948e+00,  5.081e-01, -5.424e-04,  2.613e-03, -5.481e-05,  5.338e-04,  1.044e-03, -1.016e-02, -1.085e-05,  5.226e-05, -5.198e-03, -5.338e-04,  1.365e-03,  4.869e+02,  1.365e-03,  4.869e+02,  1.425e-07,  5.081e-02,  1.425e-07,  3.309e-24,
 4.940e+06, -6.562e+01,  1.672e+00, -4.578e+01, -3.040e+00, -5.570e+01, -1.571e+00,  4.949e+00,  5.040e-01, -5.250e-04,  2.551e-03, -5.305e-05,  5.209e-04,  1.027e-03, -1.008e-02, -1.050e-05,  5.102e-05, -5.114e-03, -5.208e-04,  1.321e-03,  4.909e+02,  1.321e-03,  4.909e+02,  1.356e-07,  5.040e-02,  1.356e-07,  3.309e-24,
 4.980e+06, -6.583e+01,  1.671e+00, -4.592e+01, -3.041e+00, -5.588e+01, -1.571e+00,  4.949e+00,  5.000e-01, -5.083e-04,  2.490e-03, -5.135e-05,  5.084e-04,  1.010e-03, -9.999e-03, -1.017e-05,  4.981e-05, -5.033e-03, -5.083e-04,  1.279e-03,  4.950e+02,  1.279e-03,  4.950e+02,  1.292e-07,  5.000e-02,  1.292e-07, -3.309e-24,
 5.020e+06, -6.604e+01,  1.671e+00, -4.606e+01, -3.042e+00, -5.605e+01, -1.571e+00,  4.950e+00,  4.960e-01, -4.923e-04,  2.432e-03, -4.972e-05,  4.963e-04,  9.940e-04, -9.920e-03, -9.846e-06,  4.864e-05, -4.953e-03, -4.962e-04,  1.239e-03,  4.990e+02,  1.239e-03,  4.990e+02,  1.231e-07,  4.960e-02,  1.231e-07,  3.309e-24,
 5.060e+06, -6.625e+01,  1.670e+00, -4.620e+01, -3.043e+00, -5.622e+01, -1.571e+00,  4.951e+00,  4.921e-01, -4.769e-04,  2.375e-03, -4.816e-05,  4.845e-04,  9.783e-04, -9.842e-03, -9.538e-06,  4.751e-05, -4.875e-03, -4.845e-04,  1.200e-03,  5.030e+02,  1.200e-03,  5.030e+02,  1.174e-07,  4.921e-02,  1.174e-07,  3.309e-24,
 5.100e+06, -6.646e+01,  1.669e+00, -4.634e+01, -3.043e+00, -5.640e+01, -1.571e+00,  4.952e+00,  4.883e-01, -4.621e-04,  2.320e-03, -4.666e-05,  4.732e-04,  9.629e-04, -9.766e-03, -9.242e-06,  4.641e-05, -4.799e-03, -4.732e-04,  1.163e-03,  5.071e+02,  1.163e-03,  5.071e+02,  1.119e-07,  4.883e-02,  1.119e-07,  0.000e+00,
 5.141e+06, -6.666e+01,  1.668e+00, -4.647e+01, -3.044e+00, -5.657e+01, -1.571e+00,  4.953e+00,  4.845e-01, -4.478e-04,  2.267e-03, -4.521e-05,  4.622e-04,  9.480e-04, -9.690e-03, -8.957e-06,  4.534e-05, -4.724e-03, -4.622e-04,  1.127e-03,  5.111e+02,  1.127e-03,  5.111e+02,  1.068e-07,  4.845e-02,  1.068e-07,  3.309e-24,
 5.181e+06, -6.687e+01,  1.668e+00, -4.661e+01, -3.045e+00, -5.674e+01, -1.571e+00,  4.953e+00,  4.808e-01, -4.342e-04,  2.215e-03, -4.382e-05,  4.515e-04,  9.333e-04, -9.616e-03, -8.683e-06,  4.431e-05, -4.652e-03, -4.515e-04,  1.092e-03,  5.151e+02,  1.092e-03,  5.151e+02,  1.019e-07,  4.808e-02,  1.019e-07,  3.309e-24,
 5.221e+06, -6.707e+01,  1.667e+00, -4.674e+01, -3.046e+00, -5.690e+01, -1.571e+00,  4.954e+00,  4.771e-01, -4.210e-04,  2.165e-03, -4.249e-05,  4.412e-04,  9.190e-04, -9.542e-03, -8.420e-06,  4.331e-05, -4.581e-03, -4.412e-04,  1.059e-03,  5.192e+02,  1.059e-03,  5.192e+02,  9.732e-08,  4.771e-02,  9.732e-08,  0.000e+00,
 5.261e+06, -6.727e+01,  1.666e+00, -4.687e+01, -3.046e+00, -5.707e+01, -1.571e+00,  4.955e+00,  4.735e-01, -4.083e-04,  2.117e-03, -4.120e-05,  4.311e-04,  9.050e-04, -9.470e-03, -8.166e-06,  4.233e-05, -4.511e-03, -4.311e-04,  1.027e-03,  5.232e+02,  1.027e-03,  5.232e+02,  9.294e-08,  4.735e-02,  9.294e-08, -6.617e-24,
 5.301e+06, -6.747e+01,  1.665e+00, -4.701e+01, -3.047e+00, -5.724e+01, -1.571e+00,  4.955e+00,  4.699e-01, -3.961e-04,  2.070e-03, -3.997e-05,  4.214e-04,  8.914e-04, -9.399e-03, -7.922e-06,  4.139e-05, -4.444e-03, -4.214e-04,  9.962e-04,  5.272e+02,  9.962e-04,  5.272e+02,  8.880e-08,  4.699e-02,  8.880e-08,  3.309e-24,
 5.341e+06, -6.766e+01,  1.665e+00, -4.714e+01, -3.048e+00, -5.740e+01, -1.571e+00,  4.956e+00,  4.664e-01, -3.843e-04,  2.024e-03, -3.877e-05,  4.120e-04,  8.780e-04, -9.329e-03, -7.687e-06,  4.047e-05, -4.377e-03, -4.120e-04,  9.666e-04,  5.313e+02,  9.666e-04,  5.313e+02,  8.487e-08,  4.664e-02,  8.487e-08, -3.309e-24,
 5.382e+06, -6.786e+01,  1.664e+00, -4.727e+01, -3.048e+00, -5.756e+01, -1.571e+00,  4.957e+00,  4.630e-01, -3.730e-04,  1.979e-03, -3.763e-05,  4.028e-04,  8.650e-04, -9.260e-03, -7.460e-06,  3.959e-05, -4.313e-03, -4.028e-04,  9.380e-04,  5.353e+02,  9.380e-04,  5.353e+02,  8.114e-08,  4.630e-02,  8.114e-08, -3.309e-24,
 5.422e+06, -6.805e+01,  1.663e+00, -4.740e+01, -3.049e+00, -5.773e+01, -1.571e+00,  4.957e+00,  4.596e-01, -3.621e-04,  1.936e-03, -3.652e-05,  3.939e-04,  8.522e-04, -9.192e-03, -7.242e-06,  3.872e-05, -4.249e-03, -3.939e-04,  9.106e-04,  5.393e+02,  9.106e-04,  5.393e+02,  7.760e-08,  4.596e-02,  7.760e-08,  0.000e+00,
 5.462e+06, -6.825e+01,  1.663e+00, -4.752e+01, -3.050e+00, -5.789e+01, -1.571e+00,  4.958e+00,  4.562e-01, -3.516e-04,  1.894e-03, -3.546e-05,  3.853e-04,  8.397e-04, -9.125e-03, -7.032e-06,  3.788e-05, -4.187e-03, -3.853e-04,  8.841e-04,  5.433e+02,  8.841e-04,  5.433e+02,  7.423e-08,  4.562e-02,  7.423e-08,  1.654e-24,
 5.502e+06, -6.844e+01,  1.662e+00, -4.765e+01, -3.051e+00, -5.805e+01, -1.571e+00,  4.959e+00,  4.529e-01, -3.415e-04,  1.854e-03, -3.443e-05,  3.769e-04,  8.275e-04, -9.059e-03, -6.829e-06,  3.707e-05, -4.127e-03, -3.769e-04,  8.585e-04,  5.474e+02,  8.585e-04,  5.474e+02,  7.104e-08,  4.529e-02,  7.104e-08, -1.654e-24,
 5.542e+06, -6.863e+01,  1.661e+00, -4.778e+01, -3.051e+00, -5.820e+01, -1.571e+00,  4.959e+00,  4.497e-01, -3.317e-04,  1.814e-03, -3.344e-05,  3.688e-04,  8.155e-04, -8.994e-03, -6.634e-06,  3.628e-05, -4.067e-03, -3.688e-04,  8.339e-04,  5.514e+02,  8.339e-04,  5.514e+02,  6.801e-08,  4.497e-02,  6.801e-08,  1.654e-24,
 5.582e+06, -6.882e+01,  1.661e+00, -4.790e+01, -3.052e+00, -5.836e+01, -1.571e+00,  4.960e+00,  4.465e-01, -3.223e-04,  1.776e-03, -3.249e-05,  3.609e-04,  8.038e-04, -8.930e-03, -6.445e-06,  3.551e-05, -4.009e-03, -3.609e-04,  8.102e-04,  5.554e+02,  8.102e-04,  5.554e+02,  6.513e-08,  4.465e-02,  6.513e-08,  0.000e+00,
 5.622e+06, -6.900e+01,  1.660e+00, -4.803e+01, -3.052e+00, -5.852e+01, -1.571e+00,  4.960e+00,  4.433e-01, -3.132e-04,  1.738e-03, -3.157e-05,  3.532e-04,  7.924e-04, -8.866e-03, -6.264e-06,  3.476e-05, -3.952e-03, -3.532e-04,  7.873e-04,  5.595e+02,  7.873e-04,  5.595e+02,  6.238e-08,  4.433e-02,  6.238e-08,  0.000e+00,
 5.663e+06, -6.919e+01,  1.659e+00, -4.815e+01, -3.053e+00, -5.867e+01, -1.571e+00,  4.961e+00,  4.402e-01, -3.044e-04,  1.702e-03, -3.068e-05,  3.458e-04,  7.812e-04, -8.804e-03, -6.088e-06,  3.404e-05, -3.897e-03, -3.458e-04,  7.652e-04,  5.635e+02,  7.652e-04,  5.635e+02,  5.978e-08,  4.402e-02,  5.978e-08,  0.000e+00,
 5.703e+06, -6.938e+01,  1.659e+00, -4.827e+01, -3.054e+00, -5.882e+01, -1.571e+00,  4.961e+00,  4.371e-01, -2.959e-04,  1.666e-03, -2.982e-05,  3.385e-04,  7.702e-04, -8.742e-03, -5.919e-06,  3.333e-05, -3.842e-03, -3.385e-04,  7.439e-04,  5.675e+02,  7.439e-04,  5.675e+02,  5.729e-08,  4.371e-02,  5.729e-08,  0.000e+00,
 5.743e+06, -6.956e+01,  1.658e+00, -4.840e+01, -3.054e+00, -5.898e+01, -1.571e+00,  4.962e+00,  4.341e-01, -2.878e-04,  1.632e-03, -2.900e-05,  3.315e-04,  7.595e-04, -8.682e-03, -5.755e-06,  3.264e-05, -3.789e-03, -3.315e-04,  7.233e-04,  5.715e+02,  7.233e-04,  5.715e+02,  5.493e-08,  4.341e-02,  5.493e-08,  0.000e+00,
 5.783e+06, -6.974e+01,  1.657e+00, -4.852e+01, -3.055e+00, -5.913e+01, -1.571e+00,  4.963e+00,  4.311e-01, -2.799e-04,  1.599e-03, -2.820e-05,  3.246e-04,  7.490e-04, -8.622e-03, -5.597e-06,  3.197e-05, -3.737e-03, -3.246e-04,  7.034e-04,  5.756e+02,  7.034e-04,  5.756e+02,  5.268e-08,  4.311e-02,  5.268e-08,  0.000e+00,
 5.823e+06, -6.992e+01,  1.657e+00, -4.864e+01, -3.056e+00, -5.928e+01, -1.571e+00,  4.963e+00,  4.281e-01, -2.722e-04,  1.566e-03, -2.743e-05,  3.179e-04,  7.387e-04, -8.563e-03, -5.445e-06,  3.132e-05, -3.685e-03, -3.179e-04,  6.842e-04,  5.796e+02,  6.842e-04,  5.796e+02,  5.054e-08,  4.281e-02,  5.054e-08,  0.000e+00,
 5.863e+06, -7.010e+01,  1.656e+00, -4.876e+01, -3.056e+00, -5.943e+01, -1.571e+00,  4.964e+00,  4.252e-01, -2.649e-04,  1.535e-03, -2.668e-05,  3.114e-04,  7.286e-04, -8.505e-03, -5.297e-06,  3.069e-05, -3.635e-03, -3.114e-04,  6.656e-04,  5.836e+02,  6.656e-04,  5.836e+02,  4.850e-08,  4.252e-02,  4.850e-08,  1.654e-24,
 5.904e+06, -7.028e+01,  1.656e+00, -4.888e+01, -3.057e+00, -5.958e+01, -1.571e+00,  4.964e+00,  4.224e-01, -2.577e-04,  1.504e-03, -2.596e-05,  3.051e-04,  7.187e-04, -8.447e-03, -5.155e-06,  3.007e-05, -3.586e-03, -3.051e-04,  6.477e-04,  5.877e+02,  6.477e-04,  5.877e+02,  4.655e-08,  4.224e-02,  4.655e-08,  0.000e+00,
 5.944e+06, -7.046e+01,  1.655e+00, -4.899e+01, -3.057e+00, -5.972e+01, -1.571e+00,  4.965e+00,  4.195e-01, -2.509e-04,  1.474e-03, -2.527e-05,  2.990e-04,  7.090e-04, -8.391e-03, -5.017e-06,  2.947e-05, -3.538e-03, -2.990e-04,  6.304e-04,  5.917e+02,  6.304e-04,  5.917e+02,  4.470e-08,  4.195e-02,  4.470e-08,  0.000e+00,
 5.984e+06, -7.063e+01,  1.655e+00, -4.911e+01, -3.058e+00, -5.987e+01, -1.571e+00,  4.965e+00,  4.167e-01, -2.442e-04,  1.445e-03, -2.459e-05,  2.930e-04,  6.996e-04, -8.335e-03, -4.884e-06,  2.889e-05, -3.491e-03, -2.930e-04,  6.136e-04,  5.957e+02,  6.136e-04,  5.957e+02,  4.293e-08,  4.167e-02,  4.293e-08, -1.654e-24,
 6.024e+06, -7.081e+01,  1.654e+00, -4.923e+01, -3.058e+00, -6.002e+01, -1.571e+00,  4.965e+00,  4.140e-01, -2.378e-04,  1.416e-03, -2.394e-05,  2.872e-04,  6.903e-04, -8.279e-03, -4.755e-06,  2.832e-05, -3.445e-03, -2.872e-04,  5.974e-04,  5.997e+02,  5.974e-04,  5.997e+02,  4.124e-08,  4.140e-02,  4.124e-08,  0.000e+00,
 6.064e+06, -7.098e+01,  1.653e+00, -4.934e+01, -3.059e+00, -6.016e+01, -1.571e+00,  4.966e+00,  4.112e-01, -2.315e-04,  1.388e-03, -2.331e-05,  2.815e-04,  6.812e-04, -8.225e-03, -4.631e-06,  2.777e-05, -3.399e-03, -2.815e-04,  5.818e-04,  6.038e+02,  5.818e-04,  6.038e+02,  3.963e-08,  4.112e-02,  3.963e-08,  0.000e+00,
 6.104e+06, -7.115e+01,  1.653e+00, -4.946e+01, -3.060e+00, -6.030e+01, -1.571e+00,  4.966e+00,  4.086e-01, -2.255e-04,  1.361e-03, -2.270e-05,  2.760e-04,  6.722e-04, -8.171e-03, -4.510e-06,  2.723e-05, -3.355e-03, -2.760e-04,  5.666e-04,  6.078e+02,  5.666e-04,  6.078e+02,  3.809e-08,  4.086e-02,  3.809e-08, -8.272e-25,
 6.145e+06, -7.132e+01,  1.652e+00, -4.957e+01, -3.060e+00, -6.045e+01, -1.571e+00,  4.967e+00,  4.059e-01, -2.197e-04,  1.335e-03, -2.212e-05,  2.706e-04,  6.635e-04, -8.118e-03, -4.394e-06,  2.670e-05, -3.311e-03, -2.706e-04,  5.519e-04,  6.118e+02,  5.519e-04,  6.118e+02,  3.662e-08,  4.059e-02,  3.662e-08, -1.654e-24,
 6.185e+06, -7.149e+01,  1.652e+00, -4.968e+01, -3.061e+00, -6.059e+01, -1.571e+00,  4.967e+00,  4.033e-01, -2.141e-04,  1.310e-03, -2.155e-05,  2.654e-04,  6.549e-04, -8.066e-03, -4.281e-06,  2.619e-05, -3.269e-03, -2.654e-04,  5.377e-04,  6.158e+02,  5.377e-04,  6.158e+02,  3.521e-08,  4.033e-02,  3.521e-08,  0.000e+00,
 6.225e+06, -7.166e+01,  1.651e+00, -4.980e+01, -3.061e+00, -6.073e+01, -1.571e+00,  4.968e+00,  4.007e-01, -2.086e-04,  1.285e-03, -2.099e-05,  2.603e-04,  6.464e-04, -8.014e-03, -4.172e-06,  2.569e-05, -3.227e-03, -2.603e-04,  5.240e-04,  6.199e+02,  5.240e-04,  6.199e+02,  3.387e-08,  4.007e-02,  3.387e-08,  8.272e-25,
 6.265e+06, -7.183e+01,  1.651e+00, -4.991e+01, -3.062e+00, -6.087e+01, -1.571e+00,  4.968e+00,  3.982e-01, -2.033e-04,  1.260e-03, -2.046e-05,  2.553e-04,  6.382e-04, -7.963e-03, -4.066e-06,  2.520e-05, -3.186e-03, -2.553e-04,  5.107e-04,  6.239e+02,  5.107e-04,  6.239e+02,  3.259e-08,  3.982e-02,  3.259e-08,  0.000e+00,
 6.305e+06, -7.200e+01,  1.650e+00, -5.002e+01, -3.062e+00, -6.101e+01, -1.571e+00,  4.968e+00,  3.956e-01, -1.982e-04,  1.237e-03, -1.994e-05,  2.505e-04,  6.301e-04, -7.913e-03, -3.964e-06,  2.473e-05, -3.145e-03, -2.505e-04,  4.978e-04,  6.279e+02,  4.978e-04,  6.279e+02,  3.136e-08,  3.956e-02,  3.136e-08,  0.000e+00,
 6.345e+06, -7.216e+01,  1.650e+00, -5.013e+01, -3.063e+00, -6.115e+01, -1.571e+00,  4.969e+00,  3.931e-01, -1.932e-04,  1.213e-03, -1.944e-05,  2.457e-04,  6.221e-04, -7.863e-03, -3.864e-06,  2.427e-05, -3.106e-03, -2.457e-04,  4.853e-04,  6.319e+02,  4.853e-04,  6.319e+02,  3.019e-08,  3.931e-02,  3.019e-08,  0.000e+00,
 6.386e+06, -7.233e+01,  1.649e+00, -5.024e+01, -3.063e+00, -6.128e+01, -1.571e+00,  4.969e+00,  3.907e-01, -1.884e-04,  1.191e-03, -1.896e-05,  2.411e-04,  6.143e-04, -7.814e-03, -3.768e-06,  2.382e-05, -3.067e-03, -2.411e-04,  4.732e-04,  6.360e+02,  4.732e-04,  6.360e+02,  2.907e-08,  3.907e-02,  2.907e-08,  1.654e-24,
 6.426e+06, -7.249e+01,  1.649e+00, -5.035e+01, -3.064e+00, -6.142e+01, -1.571e+00,  4.970e+00,  3.883e-01, -1.838e-04,  1.169e-03, -1.849e-05,  2.366e-04,  6.067e-04, -7.765e-03, -3.675e-06,  2.338e-05, -3.029e-03, -2.366e-04,  4.615e-04,  6.400e+02,  4.615e-04,  6.400e+02,  2.800e-08,  3.883e-02,  2.800e-08, -8.272e-25,
 6.466e+06, -7.265e+01,  1.648e+00, -5.046e+01, -3.064e+00, -6.156e+01, -1.571e+00,  4.970e+00,  3.859e-01, -1.792e-04,  1.147e-03, -1.803e-05,  2.323e-04,  5.992e-04, -7.717e-03, -3.585e-06,  2.295e-05, -2.991e-03, -2.322e-04,  4.501e-04,  6.440e+02,  4.501e-04,  6.440e+02,  2.697e-08,  3.859e-02,  2.697e-08,  0.000e+00,
 6.506e+06, -7.282e+01,  1.648e+00, -5.056e+01, -3.065e+00, -6.169e+01, -1.571e+00,  4.970e+00,  3.835e-01, -1.749e-04,  1.126e-03, -1.759e-05,  2.280e-04,  5.918e-04, -7.670e-03, -3.497e-06,  2.253e-05, -2.955e-03, -2.280e-04,  4.391e-04,  6.480e+02,  4.391e-04,  6.480e+02,  2.599e-08,  3.835e-02,  2.599e-08,  0.000e+00,
 6.546e+06, -7.298e+01,  1.647e+00, -5.067e+01, -3.065e+00, -6.182e+01, -1.571e+00,  4.971e+00,  3.812e-01, -1.706e-04,  1.106e-03, -1.716e-05,  2.238e-04,  5.845e-04, -7.623e-03, -3.412e-06,  2.212e-05, -2.919e-03, -2.238e-04,  4.284e-04,  6.521e+02,  4.284e-04,  6.521e+02,  2.504e-08,  3.812e-02,  2.504e-08,  8.272e-25,
 6.586e+06, -7.314e+01,  1.647e+00, -5.078e+01, -3.066e+00, -6.196e+01, -1.571e+00,  4.971e+00,  3.788e-01, -1.665e-04,  1.086e-03, -1.675e-05,  2.197e-04,  5.774e-04, -7.577e-03, -3.330e-06,  2.172e-05, -2.883e-03, -2.197e-04,  4.181e-04,  6.561e+02,  4.181e-04,  6.561e+02,  2.414e-08,  3.788e-02,  2.414e-08,  4.136e-25,
 6.627e+06, -7.330e+01,  1.646e+00, -5.088e+01, -3.066e+00, -6.209e+01, -1.571e+00,  4.971e+00,  3.766e-01, -1.625e-04,  1.067e-03, -1.634e-05,  2.158e-04,  5.705e-04, -7.531e-03, -3.250e-06,  2.133e-05, -2.849e-03, -2.158e-04,  4.080e-04,  6.601e+02,  4.080e-04,  6.601e+02,  2.328e-08,  3.766e-02,  2.328e-08,  0.000e+00,
 6.667e+06, -7.345e+01,  1.646e+00, -5.099e+01, -3.066e+00, -6.222e+01, -1.571e+00,  4.972e+00,  3.743e-01, -1.586e-04,  1.048e-03, -1.595e-05,  2.119e-04,  5.636e-04, -7.486e-03, -3.172e-06,  2.095e-05, -2.814e-03, -2.119e-04,  3.983e-04,  6.641e+02,  3.983e-04,  6.641e+02,  2.245e-08,  3.743e-02,  2.245e-08,  4.136e-25,
 6.707e+06, -7.361e+01,  1.645e+00, -5.109e+01, -3.067e+00, -6.235e+01, -1.571e+00,  4.972e+00,  3.721e-01, -1.549e-04,  1.029e-03, -1.557e-05,  2.081e-04,  5.569e-04, -7.442e-03, -3.097e-06,  2.058e-05, -2.781e-03, -2.081e-04,  3.888e-04,  6.682e+02,  3.888e-04,  6.682e+02,  2.165e-08,  3.721e-02,  2.165e-08,  8.272e-25,
 6.747e+06, -7.377e+01,  1.645e+00, -5.120e+01, -3.067e+00, -6.248e+01, -1.571e+00,  4.972e+00,  3.699e-01, -1.512e-04,  1.011e-03, -1.521e-05,  2.044e-04,  5.503e-04, -7.398e-03, -3.024e-06,  2.022e-05, -2.748e-03, -2.044e-04,  3.797e-04,  6.722e+02,  3.797e-04,  6.722e+02,  2.089e-08,  3.699e-02,  2.089e-08, -4.136e-25,
 6.787e+06, -7.392e+01,  1.645e+00, -5.130e+01, -3.068e+00, -6.261e+01, -1.571e+00,  4.973e+00,  3.677e-01, -1.477e-04,  9.931e-04, -1.485e-05,  2.008e-04,  5.438e-04, -7.354e-03, -2.953e-06,  1.986e-05, -2.716e-03, -2.008e-04,  3.708e-04,  6.762e+02,  3.708e-04,  6.762e+02,  2.016e-08,  3.677e-02,  2.016e-08, -4.136e-25,
 6.827e+06, -7.407e+01,  1.644e+00, -5.140e+01, -3.068e+00, -6.274e+01, -1.571e+00,  4.973e+00,  3.655e-01, -1.442e-04,  9.758e-04, -1.450e-05,  1.973e-04,  5.374e-04, -7.311e-03, -2.885e-06,  1.952e-05, -2.684e-03, -1.973e-04,  3.621e-04,  6.802e+02,  3.621e-04,  6.802e+02,  1.946e-08,  3.655e-02,  1.946e-08, -8.272e-25,
 6.867e+06, -7.423e+01,  1.644e+00, -5.150e+01, -3.069e+00, -6.287e+01, -1.571e+00,  4.973e+00,  3.634e-01, -1.409e-04,  9.589e-04, -1.416e-05,  1.938e-04,  5.311e-04, -7.268e-03, -2.818e-06,  1.918e-05, -2.653e-03, -1.938e-04,  3.537e-04,  6.842e+02,  3.537e-04,  6.842e+02,  1.879e-08,  3.634e-02,  1.879e-08, -4.136e-25,
 6.908e+06, -7.438e+01,  1.643e+00, -5.160e+01, -3.069e+00, -6.299e+01, -1.571e+00,  4.974e+00,  3.613e-01, -1.376e-04,  9.424e-04, -1.384e-05,  1.905e-04,  5.250e-04, -7.226e-03, -2.753e-06,  1.885e-05, -2.622e-03, -1.905e-04,  3.456e-04,  6.883e+02,  3.456e-04,  6.883e+02,  1.814e-08,  3.613e-02,  1.814e-08,  0.000e+00,
 6.948e+06, -7.453e+01,  1.643e+00, -5.171e+01, -3.069e+00, -6.312e+01, -1.571e+00,  4.974e+00,  3.592e-01, -1.345e-04,  9.263e-04, -1.352e-05,  1.872e-04,  5.189e-04, -7.185e-03, -2.690e-06,  1.853e-05, -2.592e-03, -1.872e-04,  3.376e-04,  6.923e+02,  3.376e-04,  6.923e+02,  1.752e-08,  3.592e-02,  1.752e-08, -4.136e-25,
 6.988e+06, -7.468e+01,  1.642e+00, -5.181e+01, -3.070e+00, -6.324e+01, -1.571e+00,  4.974e+00,  3.572e-01, -1.314e-04,  9.105e-04, -1.321e-05,  1.840e-04,  5.130e-04, -7.144e-03, -2.629e-06,  1.821e-05, -2.562e-03, -1.840e-04,  3.300e-04,  6.963e+02,  3.300e-04,  6.963e+02,  1.693e-08,  3.572e-02,  1.693e-08, -4.136e-25,
 7.028e+06, -7.483e+01,  1.642e+00, -5.190e+01, -3.070e+00, -6.337e+01, -1.571e+00,  4.975e+00,  3.552e-01, -1.285e-04,  8.951e-04, -1.291e-05,  1.809e-04,  5.071e-04, -7.103e-03, -2.569e-06,  1.790e-05, -2.533e-03, -1.808e-04,  3.225e-04,  7.003e+02,  3.225e-04,  7.003e+02,  1.635e-08,  3.552e-02,  1.635e-08, -8.272e-25,
 7.068e+06, -7.498e+01,  1.642e+00, -5.200e+01, -3.071e+00, -6.349e+01, -1.571e+00,  4.975e+00,  3.532e-01, -1.256e-04,  8.800e-04, -1.262e-05,  1.778e-04,  5.014e-04, -7.063e-03, -2.511e-06,  1.760e-05, -2.505e-03, -1.778e-04,  3.152e-04,  7.044e+02,  3.152e-04,  7.044e+02,  1.580e-08,  3.532e-02,  1.580e-08,  0.000e+00,
 7.108e+06, -7.513e+01,  1.641e+00, -5.210e+01, -3.071e+00, -6.362e+01, -1.571e+00,  4.975e+00,  3.512e-01, -1.228e-04,  8.653e-04, -1.234e-05,  1.748e-04,  4.957e-04, -7.023e-03, -2.455e-06,  1.731e-05, -2.476e-03, -1.748e-04,  3.081e-04,  7.084e+02,  3.081e-04,  7.084e+02,  1.528e-08,  3.512e-02,  1.528e-08,  0.000e+00,
 7.149e+06, -7.528e+01,  1.641e+00, -5.220e+01, -3.072e+00, -6.374e+01, -1.571e+00,  4.975e+00,  3.492e-01, -1.200e-04,  8.509e-04, -1.206e-05,  1.719e-04,  4.902e-04, -6.984e-03, -2.401e-06,  1.702e-05, -2.449e-03, -1.719e-04,  3.013e-04,  7.124e+02,  3.013e-04,  7.124e+02,  1.477e-08,  3.492e-02,  1.477e-08,  0.000e+00,
