      Freq,       |Av|,       /_Av,       |Ai|,       /_Ai,      |Pin|,      /_Pin,     |Pout|,     /_Pout,    Re(Zin),    Im(Zin),   Re(Zout),   Im(Zout),    Re(Vin),    Im(Vin),   Re(Vout),   Im(Vout),    Re(Iin),    Im(Iin),   Re(Iout),   Im(Iout)
        Hz,         dB,       Rads,         dB,       Rads,        dBW,       Rads,        dBW,       Rads,       Ohms,       Ohms,       Ohms,       Ohms,          V,          V,          V,          V,          A,          A,          A,          A
 5.302e+05, -1.489e+01,  1.607e+00, -1.113e+00,  3.019e+00, -1.034e+01,  1.412e+00, -1.834e+01,  0.000e+00,  3.870e+01,  2.412e+02,  8.235e+02,  8.018e+02,  4.664e+00,  9.129e-01, -1.950e-01,  8.332e-01,  6.713e-03, -1.826e-02, -3.901e-03,  1.666e-02,
 5.369e+05, -1.499e+01,  1.604e+00, -1.158e+00,  3.018e+00, -1.036e+01,  1.414e+00, -1.843e+01,  1.209e-16,  3.830e+01,  2.428e+02,  9.145e+02,  8.146e+02,  4.669e+00,  9.094e-01, -1.895e-01,  8.254e-01,  6.614e-03, -1.819e-02, -3.790e-03,  1.651e-02,
 5.436e+05, -1.532e+01,  1.594e+00, -1.124e+00,  3.013e+00, -1.051e+01,  1.420e+00, -1.873e+01, -6.470e-17,  3.859e+01,  2.532e+02,  1.282e+03,  7.850e+02,  4.692e+00,  8.796e-01, -1.692e-01,  8.010e-01,  6.155e-03, -1.759e-02, -3.384e-03,  1.602e-02,
 5.503e+05, -1.582e+01,  1.577e+00, -9.822e-01,  3.003e+00, -1.079e+01,  1.426e+00, -1.919e+01,  0.000e+00,  3.988e+01,  2.732e+02,  1.961e+03,  1.505e+02,  4.728e+00,  8.258e-01, -1.385e-01,  7.639e-01,  5.434e-03, -1.652e-02, -2.771e-03,  1.528e-02,
 5.571e+05, -1.644e+01,  1.557e+00, -6.672e-01,  2.987e+00, -1.120e+01,  1.431e+00, -1.975e+01,  2.046e-17,  4.288e+01,  3.042e+02,  1.376e+03, -1.101e+03,  4.770e+00,  7.518e-01, -1.031e-01,  7.206e-01,  4.591e-03, -1.504e-02, -2.062e-03,  1.441e-02,
 5.638e+05, -1.705e+01,  1.533e+00, -6.795e-02,  2.964e+00, -1.175e+01,  1.431e+00, -2.031e+01, -3.496e-17,  4.922e+01,  3.499e+02,  4.819e+02, -1.006e+03,  4.812e+00,  6.613e-01, -6.731e-02,  6.787e-01,  3.751e-03, -1.323e-02, -1.346e-03,  1.357e-02,
 5.705e+05, -1.755e+01,  1.507e+00,  1.007e+00,  2.929e+00, -1.250e+01,  1.421e+00, -2.077e+01,  4.530e-17,  6.305e+01,  4.188e+02,  1.890e+02, -7.119e+02,  4.850e+00,  5.564e-01, -3.281e-02,  6.463e-01,  3.004e-03, -1.113e-02, -6.562e-04,  1.293e-02,
 5.772e+05, -1.779e+01,  1.479e+00,  2.921e+00,  2.868e+00, -1.354e+01,  1.389e+00, -2.098e+01, -9.545e-17,  9.796e+01,  5.336e+02,  9.192e+01, -5.173e+02,  4.879e+00,  4.351e-01,  1.911e-03,  6.319e-01,  2.413e-03, -8.701e-03,  3.823e-05,  1.264e-02,
 5.839e+05, -1.758e+01,  1.446e+00,  6.518e+00,  2.733e+00, -1.522e+01,  1.287e+00, -2.075e+01,  9.027e-17,  2.243e+02,  7.692e+02,  5.400e+01, -3.870e+02,  4.897e+00,  2.884e-01,  4.292e-02,  6.469e-01,  2.056e-03, -5.767e-03,  8.585e-04,  1.294e-02,
 5.906e+05, -1.663e+01,  1.402e+00,  1.411e+01,  2.128e+00, -1.857e+01,  7.260e-01, -1.983e+01, -2.085e-17,  1.287e+03,  1.143e+03,  3.787e+01, -2.886e+02,  4.892e+00,  9.234e-02,  1.074e-01,  7.131e-01,  2.161e-03, -1.847e-03,  2.148e-03,  1.426e-02,
 5.973e+05, -1.438e+01,  1.332e+00,  1.013e+01,  4.209e-01, -1.559e+01, -9.110e-01, -1.771e+01, -5.125e-17,  5.156e+02, -6.646e+02,  3.221e+01, -2.020e+02,  4.814e+00, -2.182e-01,  2.579e-01,  8.830e-01,  3.713e-03,  4.363e-03,  5.157e-03,  1.766e-02,
 6.040e+05, -9.242e+00,  1.146e+00,  3.159e+00,  9.512e-02, -1.034e+01, -1.051e+00, -1.338e+01,  7.550e-17,  1.035e+02, -1.809e+02,  3.502e+01, -1.087e+02,  4.318e+00, -8.036e-01,  8.662e-01,  1.244e+00,  1.363e-02,  1.607e-02,  1.732e-02,  2.488e-02,
 6.107e+05, -6.743e-01, -5.006e-01, -4.049e-01, -1.238e-02, -8.771e+00,  4.882e-01, -9.310e+00, -1.184e-16,  4.555e+01,  2.419e+01,  5.561e+01,  2.659e+01,  2.541e+00,  6.226e-01,  2.339e+00, -6.232e-01,  4.918e-02, -1.245e-02,  4.679e-02, -1.246e-02,
 6.175e+05, -1.197e+01, -1.447e+00, -1.983e+00, -7.842e-02, -8.894e+00,  1.369e+00, -1.587e+01,  6.703e-17,  3.167e+01,  1.547e+02,  2.010e+02,  3.622e+02,  4.333e+00,  1.264e+00,  4.507e-01, -1.044e+00,  1.335e-02, -2.528e-02,  9.014e-03, -2.089e-02,
 6.242e+05, -1.667e+01, -1.590e+00, -1.687e+00, -1.407e-01, -1.081e+01,  1.450e+00, -1.999e+01,  2.165e-17,  3.390e+01,  2.786e+02,  1.066e+03, -1.190e+03,  4.752e+00,  8.228e-01,  1.070e-01, -6.995e-01,  4.957e-03, -1.646e-02,  2.140e-03, -1.399e-02,
 6.309e+05, -1.822e+01, -1.667e+00,  1.376e+00, -2.400e-01, -1.299e+01,  1.427e+00, -2.141e+01,  3.750e-17,  6.864e+01,  4.726e+02,  7.714e+01, -5.006e+02,  4.875e+00,  4.977e-01,  3.609e-03, -6.012e-01,  2.499e-03, -9.953e-03,  7.218e-05, -1.202e-02,
 6.376e+05, -1.694e+01, -1.746e+00,  1.252e+01, -8.207e-01, -1.792e+01,  9.252e-01, -2.012e+01,  4.463e-17,  8.941e+02,  1.187e+03,  3.266e+01, -2.779e+02,  4.897e+00,  1.290e-01, -1.034e-01, -6.893e-01,  2.052e-03, -2.580e-03, -2.068e-03, -1.379e-02,
 6.443e+05, -1.027e+01, -1.959e+00,  4.021e+00, -3.021e+00, -1.104e+01, -1.062e+00, -1.416e+01,  1.809e-16,  1.262e+02, -2.263e+02,  3.262e+01, -1.201e+02,  4.464e+00, -6.878e-01, -7.138e-01, -1.187e+00,  1.071e-02,  1.376e-02, -1.428e-02, -2.374e-02,
 6.510e+05, -8.358e+00,  1.839e+00, -1.672e+00,  3.090e+00, -8.133e+00,  1.250e+00, -1.315e+01, -7.162e-17,  3.402e+01,  1.025e+02,  1.028e+02,  1.724e+02,  3.804e+00,  1.459e+00, -9.229e-01,  1.253e+00,  2.393e-02, -2.918e-02, -1.846e-02,  2.506e-02,
 6.577e+05, -1.719e+01,  1.537e+00, -2.015e+00,  2.998e+00, -1.088e+01,  1.461e+00, -2.049e+01, -2.425e-17,  3.144e+01,  2.851e+02,  5.374e+02, -1.076e+03,  4.768e+00,  8.108e-01, -8.963e-02,  6.626e-01,  4.633e-03, -1.622e-02, -1.793e-03,  1.325e-02,
 6.644e+05, -1.828e+01,  1.435e+00,  4.149e+00,  2.808e+00, -1.437e+01,  1.373e+00, -2.144e+01, -2.265e-17,  1.300e+02,  6.482e+02,  3.926e+01, -3.588e+02,  4.901e+00,  3.581e-01,  3.762e-02,  5.980e-01,  1.988e-03, -7.161e-03,  7.525e-04,  1.196e-02,
 6.711e+05, -1.201e+01,  1.240e+00,  5.892e+00,  1.868e-01, -1.254e+01, -1.053e+00, -1.560e+01, -6.292e-17,  1.942e+02, -3.412e+02,  2.974e+01, -1.435e+02,  4.653e+00, -4.845e-01,  4.941e-01,  1.065e+00,  6.934e-03,  9.691e-03,  9.881e-03,  2.130e-02,
 6.779e+05, -1.136e+01, -1.432e+00, -2.259e+00, -7.068e-02, -8.597e+00,  1.361e+00, -1.541e+01,  0.000e+00,  2.972e+01,  1.395e+02,  1.838e+02,  3.240e+02,  4.228e+00,  1.351e+00,  5.202e-01, -1.081e+00,  1.544e-02, -2.702e-02,  1.040e-02, -2.162e-02,
 6.846e+05, -1.863e+01, -1.659e+00, -8.357e-01, -1.944e-01, -1.209e+01,  1.464e+00, -2.183e+01,  4.954e-17,  4.125e+01,  3.857e+02,  8.237e+01, -5.442e+02,  4.855e+00,  6.139e-01,  2.171e-02, -5.725e-01,  2.905e-03, -1.228e-02,  4.343e-04, -1.145e-02,
 6.913e+05, -1.535e+01, -1.808e+00,  1.406e+01, -2.340e+00, -1.797e+01, -5.322e-01, -1.862e+01, -6.306e-17,  1.274e+03, -7.502e+02,  2.619e+01, -2.044e+02,  4.857e+00, -8.099e-02, -2.080e-01, -8.028e-01,  2.859e-03,  1.620e-03, -4.160e-03, -1.606e-02,
 6.980e+05, -1.025e+01,  1.750e+00, -2.176e+00,  3.079e+00, -8.334e+00,  1.329e+00, -1.455e+01,  4.944e-17,  3.029e+01,  1.230e+02,  1.460e+02,  2.561e+02,  4.070e+00,  1.425e+00, -6.534e-01,  1.152e+00,  1.860e-02, -2.850e-02, -1.307e-02,  2.304e-02,
 7.047e+05, -1.899e+01,  1.465e+00, -4.014e-01,  2.929e+00, -1.247e+01,  1.463e+00, -2.216e+01, -1.895e-17,  4.559e+01,  4.224e+02,  5.413e+01, -4.602e+02,  4.873e+00,  5.631e-01, -5.370e-03,  5.512e-01,  2.549e-03, -1.126e-02, -1.074e-04,  1.102e-02,
 7.114e+05, -1.129e+01,  1.207e+00,  5.238e+00,  1.573e-01, -1.196e+01, -1.049e+00, -1.499e+01,  0.000e+00,  1.670e+02, -2.907e+02,  2.916e+01, -1.293e+02,  4.588e+00, -5.522e-01,  5.860e-01,  1.115e+00,  8.244e-03,  1.104e-02,  1.172e-02,  2.230e-02,
 7.181e+05, -1.698e+01, -1.595e+00, -3.108e+00, -1.238e-01, -1.029e+01,  1.472e+00, -2.033e+01, -2.340e-17,  2.444e+01,  2.458e+02,  8.125e+02, -1.204e+03,  4.718e+00,  9.317e-01,  1.154e-01, -6.708e-01,  5.643e-03, -1.863e-02,  2.307e-03, -1.342e-02,
 7.248e+05, -1.709e+01, -1.773e+00,  1.255e+01, -8.372e-01, -1.800e+01,  9.360e-01, -2.027e+01,  0.000e+00,  8.994e+02,  1.221e+03,  2.385e+01, -2.408e+02,  4.901e+00,  1.276e-01, -1.203e-01, -6.749e-01,  1.984e-03, -2.552e-03, -2.405e-03, -1.350e-02,
 7.315e+05, -1.389e+01,  1.627e+00, -3.027e+00,  3.054e+00, -9.099e+00,  1.428e+00, -1.756e+01, -4.940e-17,  2.491e+01,  1.728e+02,  5.457e+02,  6.498e+02,  4.472e+00,  1.218e+00, -2.963e-01,  8.888e-01,  1.056e-02, -2.436e-02, -5.927e-03,  1.778e-02,
 7.383e+05, -1.829e+01,  1.395e+00,  6.263e+00,  2.713e+00, -1.543e+01,  1.318e+00, -2.144e+01,  0.000e+00,  2.115e+02,  8.173e+02,  2.389e+01, -2.788e+02,  4.911e+00,  2.775e-01,  7.111e-02,  5.950e-01,  1.776e-03, -5.550e-03,  1.422e-03,  1.190e-02,
 7.450e+05, -1.389e+01, -1.516e+00, -3.133e+00, -8.619e-02, -9.053e+00,  1.429e+00, -1.756e+01,  4.948e-17,  2.431e+01,  1.707e+02,  5.566e+02,  6.525e+02,  4.464e+00,  1.231e+00,  2.984e-01, -8.874e-01,  1.072e-02, -2.462e-02,  5.968e-03, -1.775e-02,
 7.517e+05, -1.759e+01, -1.770e+00,  1.007e+01, -6.337e-01, -1.700e+01,  1.137e+00, -2.076e+01,  2.582e-17,  5.083e+02,  1.096e+03,  2.185e+01, -2.447e+02,  4.908e+00,  1.811e-01, -1.049e-01, -6.395e-01,  1.845e-03, -3.622e-03, -2.097e-03, -1.279e-02,
 7.584e+05, -1.745e+01,  1.537e+00, -3.702e+00,  3.020e+00, -1.021e+01,  1.483e+00, -2.079e+01, -7.795e-17,  2.132e+01,  2.424e+02,  5.015e+02, -1.095e+03,  4.721e+00,  9.490e-01, -1.056e-01,  6.373e-01,  5.583e-03, -1.898e-02, -2.111e-03,  1.275e-02,
 7.651e+05, -1.171e+01,  1.209e+00,  5.941e+00,  1.793e-01, -1.245e+01, -1.030e+00, -1.533e+01,  0.000e+00,  1.964e+02, -3.269e+02,  2.685e+01, -1.304e+02,  4.632e+00, -4.877e-01,  5.444e-01,  1.081e+00,  7.352e-03,  9.755e-03,  1.089e-02,  2.162e-02,
 7.718e+05, -1.993e+01, -1.694e+00, -1.540e+00, -2.077e-01, -1.236e+01,  1.486e+00, -2.309e+01,  2.970e-17,  3.507e+01,  4.141e+02,  3.229e+01, -3.972e+02,  4.881e+00,  5.793e-01, -2.522e-03, -4.953e-01,  2.380e-03, -1.159e-02, -5.045e-05, -9.905e-03,
 7.785e+05, -1.411e+01,  1.618e+00, -3.446e+00,  3.056e+00, -9.002e+00,  1.438e+00, -1.778e+01,  5.205e-17,  2.262e+01,  1.693e+02,  6.753e+02,  6.979e+02,  4.465e+00,  1.247e+00, -2.870e-01,  8.665e-01,  1.070e-02, -2.495e-02, -5.740e-03,  1.733e-02,
 7.852e+05, -1.282e+01,  1.240e+00,  7.638e+00,  2.519e-01, -1.371e+01, -9.877e-01, -1.630e+01, -7.397e-17,  2.902e+02, -4.400e+02,  2.457e+01, -1.436e+02,  4.725e+00, -3.556e-01,  4.279e-01,  9.947e-01,  5.498e-03,  7.111e-03,  8.559e-03,  1.989e-02,
 7.919e+05, -1.990e+01, -1.725e+00,  4.949e-01, -2.614e-01, -1.333e+01,  1.463e+00, -2.304e+01, -2.181e-17,  5.603e+01,  5.201e+02,  2.117e+01, -3.184e+02,  4.906e+00,  4.615e-01, -3.007e-02, -4.976e-01,  1.881e-03, -9.229e-03, -6.014e-04, -9.953e-03,
 7.987e+05, -1.959e+01,  1.488e+00, -4.158e+00,  2.994e+00, -1.094e+01,  1.506e+00, -2.282e+01,  4.146e-17,  1.920e+01,  2.949e+02,  7.364e+01, -5.803e+02,  4.811e+00,  8.035e-01, -4.222e-02,  5.096e-01,  3.770e-03, -1.607e-02, -8.445e-04,  1.019e-02,
 8.054e+05, -1.493e+01, -1.545e+00, -3.866e+00, -8.950e-02, -9.123e+00,  1.456e+00, -1.852e+01, -3.087e-17,  2.053e+01,  1.776e+02,  1.256e+03,  7.274e+02,  4.517e+00,  1.216e+00,  2.384e-01, -8.035e-01,  9.654e-03, -2.431e-02,  4.769e-03, -1.607e-02,
 8.121e+05, -2.364e+00,  2.296e+00, -9.952e-01,  3.120e+00, -8.304e+00,  8.240e-01, -9.983e+00,  6.912e-17,  3.976e+01,  4.296e+01,  6.594e+01,  5.459e+01,  2.734e+00,  1.085e+00, -1.999e+00,  1.011e+00,  4.532e-02, -2.169e-02, -3.998e-02,  2.022e-02,
 8.188e+05, -9.071e+00,  1.097e+00,  3.735e+00,  9.730e-02, -1.055e+01, -9.992e-01, -1.322e+01,  7.284e-17,  1.181e+02, -1.837e+02,  2.962e+01, -9.596e+01,  4.322e+00, -7.405e-01,  9.265e-01,  1.234e+00,  1.356e-02,  1.481e-02,  1.853e-02,  2.468e-02,
 8.255e+05, -1.343e+01, -1.894e+00,  8.959e+00, -2.824e+00, -1.460e+01, -9.299e-01, -1.684e+01,  4.187e-17,  3.934e+02, -5.274e+02,  2.233e+01, -1.474e+02,  4.767e+00, -2.777e-01, -3.793e-01, -9.444e-01,  4.670e-03,  5.554e-03, -7.586e-03, -1.889e-02,
 8.322e+05, -1.399e+01,  1.260e+00,  1.027e+01,  3.994e-01, -1.549e+01, -8.611e-01, -1.735e+01,  9.423e-17,  5.322e+02, -6.195e+02,  2.126e+01, -1.543e+02,  4.799e+00, -2.143e-01,  3.334e-01,  8.996e-01,  4.028e-03,  4.286e-03,  6.669e-03,  1.799e-02,
 8.389e+05, -1.118e+01, -1.967e+00,  5.637e+00, -2.981e+00, -1.211e+01, -1.014e+00, -1.489e+01, -5.343e-17,  1.831e+02, -2.944e+02,  2.553e+01, -1.181e+02,  4.587e+00, -5.220e-01, -6.210e-01, -1.113e+00,  8.266e-03,  1.044e-02, -1.242e-02, -2.225e-02,
 8.456e+05,  2.178e-02, -2.455e-01, -2.737e-01, -5.874e-03, -8.970e+00,  2.397e-01, -9.096e+00,  0.000e+00,  4.695e+01,  1.147e+01,  5.341e+01,  1.220e+01,  2.457e+00,  3.009e-01,  2.462e+00, -3.061e-01,  5.086e-02, -6.019e-03,  4.925e-02, -6.122e-03,
 8.524e+05, -1.551e+01,  1.582e+00, -4.455e+00,  3.052e+00, -9.086e+00,  1.470e+00, -1.907e+01, -6.999e-17,  1.793e+01,  1.776e+02,  1.873e+03,  2.821e+02,  4.530e+00,  1.228e+00, -2.144e-01,  7.574e-01,  9.392e-03, -2.456e-02, -4.289e-03,  1.515e-02,
 8.591e+05, -2.121e+01, -1.676e+00, -5.571e+00, -1.511e-01, -1.101e+01,  1.525e+00, -2.441e+01, -3.737e-17,  1.386e+01,  3.025e+02,  3.239e+01, -4.653e+02,  4.833e+00,  7.913e-01,  2.424e-02, -4.251e-01,  3.341e-03, -1.583e-02,  4.847e-04, -8.502e-03,
 8.658e+05, -2.048e+01,  1.384e+00,  8.858e-01,  2.850e+00, -1.380e+01,  1.466e+00, -2.360e+01,  9.924e-17,  6.131e+01,  5.817e+02,  1.281e+01, -2.633e+02,  4.921e+00,  4.146e-01,  4.779e-02,  4.650e-01,  1.587e-03, -8.292e-03,  9.558e-04,  9.300e-03,
 8.725e+05, -6.506e+00,  1.916e+00, -2.017e+00,  3.102e+00, -7.814e+00,  1.187e+00, -1.208e+01,  0.000e+00,  3.142e+01,  7.772e+01,  9.739e+01,  1.325e+02,  3.393e+00,  1.534e+00, -1.225e+00,  1.265e+00,  3.213e-02, -3.067e-02, -2.449e-02,  2.530e-02,
 8.792e+05, -2.235e+01, -1.707e+00, -5.283e+00, -1.777e-01, -1.168e+01,  1.529e+00, -2.550e+01,  6.304e-18,  1.482e+01,  3.565e+02,  1.529e+01, -3.622e+02,  4.877e+00,  6.789e-01,  8.217e-04, -3.756e-01,  2.469e-03, -1.358e-02,  1.643e-05, -7.512e-03,
 8.859e+05, -2.831e+00, -9.160e-01, -1.213e+00, -2.389e-02, -8.183e+00,  8.921e-01, -1.020e+01,  7.274e-17,  3.782e+01,  4.689e+01,  7.017e+01,  6.283e+01,  2.785e+00,  1.183e+00,  1.901e+00, -1.074e+00,  4.430e-02, -2.366e-02,  3.803e-02, -2.149e-02,
 8.926e+05, -2.185e+01,  1.395e+00, -2.210e+00,  2.903e+00, -1.293e+01,  1.508e+00, -2.496e+01, -2.550e-17,  3.006e+01,  4.788e+02,  1.047e+01, -2.801e+02,  4.915e+00,  5.079e-01,  2.902e-02,  3.982e-01,  1.699e-03, -1.016e-02,  5.805e-04,  7.965e-03,
 8.993e+05, -2.235e+01,  1.459e+00, -7.018e+00,  2.996e+00, -1.085e+01,  1.537e+00, -2.554e+01,  2.911e-17,  9.934e+00,  2.921e+02,  2.229e+01, -4.407e+02,  4.831e+00,  8.214e-01, -2.117e-02,  3.731e-01,  3.371e-03, -1.643e-02, -4.234e-04,  7.463e-03,
 9.060e+05, -1.914e+01,  1.515e+00, -6.367e+00,  3.033e+00, -9.718e+00,  1.518e+00, -2.247e+01,  1.915e-17,  1.154e+01,  2.172e+02,  1.639e+02, -8.232e+02,  4.698e+00,  1.066e+00, -8.862e-02,  5.247e-01,  6.038e-03, -2.131e-02, -1.772e-03,  1.049e-02,
 9.128e+05, -1.789e+01,  1.536e+00, -5.960e+00,  3.043e+00, -9.376e+00,  1.507e+00, -2.130e+01,  8.778e-17,  1.267e+01,  1.970e+02,  4.464e+02, -1.122e+03,  4.634e+00,  1.152e+00, -1.264e-01,  5.955e-01,  7.330e-03, -2.304e-02, -2.528e-03,  1.191e-02,
 9.195e+05, -2.144e+01,  1.482e+00, -7.498e+00,  3.017e+00, -1.021e+01,  1.535e+00, -2.469e+01,  1.595e-17,  8.896e+00,  2.489e+02,  4.240e+01, -5.507e+02,  4.775e+00,  9.511e-01, -4.443e-02,  4.099e-01,  4.501e-03, -1.902e-02, -8.887e-04,  8.197e-03,
 9.262e+05, -2.423e+01,  1.422e+00, -7.228e+00,  2.966e+00, -1.163e+01,  1.544e+00, -2.736e+01, -1.107e-17,  9.467e+00,  3.540e+02,  8.299e+00, -3.310e+02,  4.885e+00,  6.867e-01,  2.913e-03,  3.030e-01,  2.307e-03, -1.373e-02,  5.826e-05,  6.060e-03,
 9.329e+05, -9.305e+00,  1.084e+00,  4.243e+00,  1.053e-01, -1.085e+01, -9.784e-01, -1.338e+01,  7.562e-17,  1.328e+02, -1.973e+02,  2.673e+01, -9.315e+01,  4.368e+00, -6.818e-01,  9.068e-01,  1.213e+00,  1.263e-02,  1.364e-02,  1.814e-02,  2.426e-02,
 9.396e+05, -2.479e+01, -1.731e+00, -7.365e+00, -1.846e-01, -1.183e+01,  1.546e+00, -2.791e+01, -8.372e-18,  9.171e+00,  3.717e+02,  6.390e+00, -3.090e+02,  4.896e+00,  6.560e-01, -7.592e-03, -2.844e-01,  2.089e-03, -1.312e-02, -1.518e-04, -5.688e-03,
 9.463e+05, -2.523e+01,  1.435e+00, -9.384e+00,  2.987e+00, -1.107e+01,  1.552e+00, -2.838e+01, -9.335e-18,  5.762e+00,  3.100e+02,  7.928e+00, -3.649e+02,  4.860e+00,  7.811e-01, -6.394e-03,  2.694e-01,  2.810e-03, -1.562e-02, -1.279e-04,  5.387e-03,
 9.530e+05, -2.585e+01, -1.728e+00, -8.872e+00, -1.753e-01, -1.161e+01,  1.552e+00, -2.897e+01, -2.941e-17,  6.483e+00,  3.531e+02,  5.187e+00, -3.151e+02,  4.890e+00,  6.903e-01, -4.211e-03, -2.517e-01,  2.208e-03, -1.381e-02, -8.423e-05, -5.034e-03,
 9.597e+05,  6.497e-05, -4.963e-05, -6.498e-05, -1.241e-06, -9.031e+00,  4.839e-05, -9.031e+00,  0.000e+00,  5.000e+01,  2.419e-03,  5.000e+01,  2.419e-03,  2.500e+00,  6.048e-05,  2.500e+00, -6.358e-05,  5.000e-02, -1.210e-06,  5.000e-02, -1.272e-06,
 9.664e+05, -2.082e+01,  1.341e+00,  2.041e+00,  2.796e+00, -1.454e+01,  1.455e+00, -2.393e+01,  5.355e-17,  7.999e+01,  6.906e+02,  7.873e+00, -2.127e+02,  4.934e+00,  3.496e-01,  7.135e-02,  4.443e-01,  1.316e-03, -6.992e-03,  1.427e-03,  8.885e-03,
 9.732e+05, -2.282e+01, -1.663e+00, -9.418e+00, -1.168e-01, -9.950e+00,  1.546e+00, -2.607e+01, -4.387e-17,  5.717e+00,  2.339e+02,  2.862e+01, -5.323e+02,  4.759e+00,  1.011e+00,  4.106e-02, -3.491e-01,  4.818e-03, -2.023e-02,  8.212e-04, -6.983e-03,
 9.799e+05, -2.414e+01,  1.468e+00, -1.039e+01,  3.020e+00, -1.010e+01,  1.552e+00, -2.737e+01,  0.000e+00,  4.574e+00,  2.437e+02,  1.729e+01, -4.808e+02,  4.781e+00,  9.770e-01, -2.988e-02,  3.013e-01,  4.376e-03, -1.954e-02, -5.975e-04,  6.027e-03,
 9.866e+05, -2.292e+01,  1.481e+00, -9.767e+00,  3.028e+00, -9.833e+00,  1.548e+00, -2.618e+01, -2.247e-17,  5.275e+00,  2.272e+02,  2.925e+01, -5.448e+02,  4.747e+00,  1.039e+00, -4.340e-02,  3.446e-01,  5.056e-03, -2.078e-02, -8.679e-04,  6.892e-03,
 9.933e+05, -3.176e+01, -1.731e+00, -1.533e+01, -1.644e-01, -1.133e+01,  1.566e+00, -3.487e+01, -4.160e-17,  1.467e+00,  3.316e+02,  1.284e+00, -3.097e+02,  4.886e+00,  7.362e-01, -1.330e-03, -1.276e-01,  2.286e-03, -1.472e-02, -2.659e-05, -2.552e-03,
 1.000e+06, -2.773e+01, -1.763e+00, -9.291e+00, -2.065e-01, -1.231e+01,  1.557e+00, -3.082e+01,  1.636e-17,  5.886e+00,  4.177e+02,  2.268e+00, -2.564e+02,  4.921e+00,  5.879e-01, -1.495e-02, -2.030e-01,  1.573e-03, -1.176e-02, -2.989e-04, -4.060e-03,
